row_idx,subject,text,task_name,label
3231,YMD,"Sometime during the second half of 1683, the Franklins left England for Boston, Massachusetts; and while in Boston, they had several more children, including: Josiah Jr. (August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth).",NR,0
3232,YMD,"While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read.",NR,0
3233,YMD,"His father, Josiah Franklin, was a tallow chandler, a maker of candles, who married twice.",NR,0
3234,YMD,"His schooling ended at ten and at 12 he became an apprentice to his brother James, a printer who published the New England Courant.",NR,0
3235,YMD,While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow.,NR,0
3236,YMD,His brother and the Courant's readers did not initially know the real author.,NR,0
3237,YMD,His brother was not impressed when he discovered his popular correspondent was his younger brother.,NR,0
3238,YMD,He left his apprenticeship without permission and in so doing became a fugitive.,NR,0
3239,YMD,"He entered the U.S. Army as a private in 1941, was commissioned, and served in the Pacific theater.",NR,0
3240,YMD,At the end of the war he was a captain on General Douglas MacArthur's intelligence staff.,NR,0
3241,YMD,"Early in life, he developed an interest in politics and history, and, during the war years, a special admiration for Winston Churchill, whom he would later cite as an important influence.",NR,0
3242,YMD,"After he left the Pentagon, he became publisher and chairman of Forbes magazine, where over the next decade he wrote frequently on defense and national security issues.",NR,0
3243,YMD,"In 1990, he wrote Fighting for Peace, an account of his Pentagon years; in 1996, Weinberger co-authored a book entitled The Next War, which raised questions about the adequacy of U.S. military capabilities following the end of the Cold War.",NR,0
3244,YMD,"After he published his book, his colleages from the Reagan administration broke contact and refused to speak with him.",NR,0
3245,YMD,"Mildred was the sister of Al Rinker, who also sang with Paul Whiteman.",NR,0
3246,YMD,"He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).",NR,0
3247,YMD,"Erdoğan played semi-professional football for 16 years and worked for Istanbul's municipal transport company, and became active in politics with the now-defunct Islamist National Salvation Party (Milli Selâmet Partisi), led by Necmettin Erbakan.",NR,0
3248,YMD,"Soon after he was born, he moved to New York with his father, where he began acting and playing music.",NR,0
3249,YMD,"He soon recorded Desireless, and it became a hit across Scandinavia and the rest of Europe, and an American release came in 1998.",NR,0
3250,YMD,"In 1912, his interests developed into using his mathematical skills assisting Henry Moseley on X-ray diffraction.",NR,0
3251,YMD,"Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history.",NR,0
3252,YMD,"He was campaign manager for Ford's 1976 presidential campaign, while James Baker served as campaign chairman.",NR,0
3253,YMD,"However, a police arrest card similar to the one that haunted President George W. Bush and maintained by the Rock Springs Police Department shows that Cheney was fined $100 for his second DWI conviction.",NR,0
3254,YMD,"At the time, it was not possible for the authorities in each area to link the two convictions which would have resulted in the second offence being viewed much more seriously.",NR,0
3255,YMD,"Since his second Wyoming arrest, Cheney has had no further convictions.",NR,0
3256,YMD,"One of his first known ancestors was Ralph de Chesney, Sire of Quesnay who fought on the side of William the Conqueror in the Battle of Hastings in 1066.",NR,0
3257,YMD,"Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.",NR,0
3258,YMD,"George W. Bush in March or April, 2005, to be General Counsel of the Department of Homeland Security.",NR,0
3259,YMD,The Perrys have four children.,NR,0
3260,YMD,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",NR,0
3261,YMD,"He served in the United States Army in World War II, then got a law degree from Tulane University.",NR,0
3262,YMD,She currently works for the State Department's Near East Affairs Bureau.,NR,0
3263,YMD,"Mary is one of her father's top campaign aides and closest confidantes and lives in Denver, Colorado.",NR,0
3264,YMD,"He decided after three semesters to take some time off from Yale, on account of difficulty with his studies.",NR,0
3265,YMD,She has authored or co-authored eight books and numerous articles.,NR,0
3266,YMD,"She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.",NR,0
3267,YMD,She was at one time a co-host on CNN's Crossfire.,NR,0
3268,YMD,"She is now a public speaker and author, and a senior fellow at the American Enterprise Institute.",NR,0
3269,YMD,He received his bachelor's degree in 1965 and master's degree in political science in 1966 both from the University of Wyoming.,NR,0
3270,YMD,"Cheney's former chief of staff, Lewis Libby, is one of the main figures under investigation.",NR,0
3271,YMD,"On October 28, Libby was indicted on five felony counts.",NR,0
3272,YMD,He was United States Secretary of Defense from 1987 until 1989.,NR,0
3273,YMD,"He was undersecretary of Health, Education and Welfare when Weinberger was secretary during the Nixon administration.",NR,0
3274,YMD,"Carlucci was deputy defense secretary from 1981 until 1986, national security advisor from 1986 until 1987, and defense secretary in 1987, following the resignation of Weinberger, his nomination by President Ronald Reagan and his confirmation in the Senate by a vote of 91 to 1.",NR,0
3275,YMD,He was reportedly less hard-line in policies toward the Soviet Union than Weinberger.,NR,0
3276,YMD,He was a naval officer from 1952-54.,NR,0
3277,YMD,"During his time, he also befriended another actor named Grant Heslov, a close friend and frequent collaborator with Clooney who co-wrote Good Night, and Good Luck., and is the president of Clooney and director Steven Soderbergh's production company Section 8 Entertainment.",NR,0
3278,YMD,"After the show was cancelled, he played a handyman on the series The Facts of Life.",NR,0
3279,YMD,"He made his debut as a film director in the 2002 feature Confessions of a Dangerous Mind, an adaptation of the implausible autobiography of groundbreaking TV producer Chuck Barris.",NR,0
3280,YMD,Lawford later admitted the most terrifying experience of his career was the first musical number he performed.,NR,0
3281,YMD,Lawford also made his first comedy that same year My Brother Talks To Horses (1947).,NR,0
3282,YMD,It was in Good News (1947) that Lawford won his greatest acclaim as an actor.,NR,0
3283,YMD,He also got to dance and sing as well and held his own against the other cast.,NR,0
3284,YMD,He was the victim of sexual abuse several times in childhood.,NR,0
3285,YMD,Also as a child he severely injured his arm when he put the arm through a door's glass pane.,NR,0
3286,YMD,"Doctors were able to save the arm, but the injury bothered him for many years.",NR,0
3287,YMD,The arm injury kept him from being drafted into the armed forces for the Second World War.,NR,0
3288,YMD,Lawford's first major movie role was A Yank At Eton (1942).,NR,0
3289,YMD,He played a snobby bully opposite Mickey Rooney.,NR,0
3290,YMD,The picture was a smash hit and Lawford's performance was widely praised.,NR,0
3291,YMD,"Page recorded several live comedy albums for the Laff Records label in the late 1960's and early 1970's; One release, Watch It Sucker!, was titled after Aunt Esther's catchphrase to cash in on her newfound TV fame.",NR,0
3292,YMD,He played college football for Alabama and was a teammate of legendary coach Bear Bryant.,NR,0
3293,YMD,"After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939.",NR,0
3294,YMD,"He was inducted into the College Football Hall of Fame, the South Carolina Sports Hall of Fame, and the Clemson Ring of Honor.",NR,0
3295,YMD,"Howard was born at Barlow Bend, Alabama (""three wagon greasin's from Mobile"").",NR,0
3296,YMD,He was the youngest president ever elected and the only Roman Catholic president.,NR,0
3297,YMD,"Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. Senate.",NR,0
3298,YMD,"Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president.",NR,0
3299,YMD,"Kennedy married his second wife Jacqueline Bouvier on September 12, 1953.",NR,0
3300,YMD,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",NR,0
3301,YMD,The book was awarded the 1957 Pulitzer Prize for Biography.,NR,0
3302,YMD,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",NR,0
3303,YMD,"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.",NR,0
3304,YMD,"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).",NR,0
3305,YMD,"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.",NR,0
3306,YMD,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",NR,0
3307,YMD,"In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.",NR,0
3308,YMD,"However, the U.S. Navy accepted him in September of that year.",NR,0
3309,YMD,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",NR,0
3310,YMD,"He was born in Overisel, Michigan.",NR,0
3311,YMD,In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,NR,0
3312,YMD,The mathematician Garrett Birkhoff (1911-1996) was his son.,NR,0
3313,YMD,"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.",NR,0
3314,YMD,"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",NR,0
